고객ID,성별,결제수단,거주지,회원등급,만족도,최근접속시간(시),선호제품군_적정온도,나이,구매수량,총결제금액
CUST_2664,기타,계좌이체,부산,VVIP,3,20,21.6,68,31,921610
CUST_2665,여성,신용카드,경기,Silver,5,19,26.0,34,14,894208
CUST_2666,남성,계좌이체,부산,Bronze,3,7,13.7,56,2,917096
CUST_2667,기타,신용카드,경기,VIP,4,17,23.7,28,32,380874
CUST_2668,기타,계좌이체,부산,Silver,3,10,23.0,39,35,663576
CUST_2669,남성,휴대폰결제,경기,VVIP,3,19,19.3,30,37,364986
CUST_2670,남성,계좌이체,경기,VVIP,1,14,21.7,42,28,961562
CUST_2671,남성,간편결제,부산,Gold,4,5,25.1,51,36,469384
CUST_2672,남성,휴대폰결제,서울,Silver,5,18,24.4,46,13,514152
CUST_2673,남성,신용카드,서울,Gold,1,23,14.3,48,11,483335
CUST_2674,여성,신용카드,부산,Silver,1,6,24.1,69,42,635877
CUST_2675,기타,계좌이체,광주,Gold,2,0,19.7,45,6,82360
CUST_2676,여성,간편결제,경기,Gold,3,10,20.4,63,22,790831
CUST_2677,남성,간편결제,경기,Bronze,1,3,20.4,57,36,187297
CUST_2678,여성,간편결제,대구,Gold,2,0,19.2,41,50,219956
CUST_2679,여성,간편결제,부산,VIP,3,5,26.0,40,46,502930
CUST_2680,여성,신용카드,광주,Bronze,3,16,19.6,34,24,130762
CUST_2681,여성,계좌이체,경기,Bronze,3,11,14.4,30,16,291857
CUST_2682,기타,간편결제,대구,Silver,3,5,18.0,47,23,459480
CUST_2683,남성,간편결제,광주,VIP,1,5,20.9,60,2,534091
CUST_2684,남성,신용카드,부산,Bronze,1,2,26.1,51,19,12006
CUST_2685,기타,휴대폰결제,대구,Bronze,3,0,23.0,28,38,741723
CUST_2686,기타,휴대폰결제,부산,VIP,5,18,15.7,47,49,887071
CUST_2687,남성,휴대폰결제,경기,Gold,2,18,32.4,59,20,475599
CUST_2688,남성,신용카드,대구,VIP,1,12,21.3,34,7,813746
CUST_2689,남성,신용카드,경기,VIP,2,4,26.4,42,30,400134
CUST_2690,기타,휴대폰결제,부산,Gold,2,16,19.2,38,46,620487
CUST_2691,기타,휴대폰결제,서울,Bronze,4,18,22.7,41,34,938318
CUST_2692,여성,휴대폰결제,광주,Bronze,1,22,24.2,35,25,28864
CUST_2693,기타,신용카드,경기,VVIP,3,4,26.1,61,27,297749
CUST_2694,남성,간편결제,부산,Gold,2,23,25.3,33,42,899510
CUST_2695,기타,휴대폰결제,대구,Bronze,2,20,24.4,23,29,708001
CUST_2696,기타,계좌이체,대구,Bronze,3,19,18.4,62,29,315393
CUST_2697,남성,휴대폰결제,대구,Gold,3,22,17.1,54,27,294703
CUST_2698,여성,휴대폰결제,대구,VIP,3,19,21.7,52,44,521745
CUST_2699,기타,계좌이체,서울,Silver,2,18,24.7,52,47,379815
CUST_2700,기타,간편결제,광주,VIP,2,21,18.9,31,18,452889
CUST_2701,기타,신용카드,광주,VVIP,3,0,25.3,45,14,247582
CUST_2702,남성,신용카드,서울,Silver,1,5,27.3,55,40,97182
CUST_2703,남성,간편결제,서울,Silver,5,20,15.4,39,33,328031
CUST_2704,여성,신용카드,경기,Gold,3,9,15.8,19,37,29547
CUST_2705,여성,신용카드,부산,Bronze,2,20,19.3,37,19,546058
CUST_2706,남성,휴대폰결제,광주,Bronze,3,1,21.5,25,32,340822
CUST_2707,남성,신용카드,대구,VVIP,3,4,17.4,62,20,936181
CUST_2708,남성,계좌이체,경기,Bronze,3,7,26.8,43,17,402613
CUST_2709,남성,계좌이체,부산,Silver,1,20,22.1,61,25,551963
CUST_2710,여성,신용카드,경기,VIP,3,15,20.2,30,10,404725
CUST_2711,여성,계좌이체,대구,Gold,2,19,12.8,19,48,534937
CUST_2712,남성,간편결제,경기,VIP,3,14,13.4,38,4,836053
CUST_2713,남성,휴대폰결제,경기,Silver,1,19,21.4,31,27,25081
CUST_2714,기타,계좌이체,대구,Bronze,2,14,9.3,62,40,483239
CUST_2715,기타,휴대폰결제,광주,Bronze,1,8,25.1,48,40,554142
CUST_2716,기타,신용카드,경기,VIP,3,14,19.2,49,33,766592
CUST_2717,남성,휴대폰결제,대구,VIP,2,13,36.2,36,5,345936
CUST_2718,여성,간편결제,경기,Silver,5,1,31.5,50,27,515499
CUST_2719,여성,간편결제,부산,Bronze,1,4,19.1,55,37,677152
CUST_2720,여성,계좌이체,대구,Bronze,5,13,19.5,57,37,696680
CUST_2721,여성,휴대폰결제,광주,Bronze,5,14,25.0,69,8,653974
CUST_2722,기타,계좌이체,광주,Gold,5,20,28.5,63,22,57114
CUST_2723,기타,간편결제,서울,Silver,1,18,11.8,20,37,678525
CUST_2724,남성,휴대폰결제,광주,Silver,3,13,11.1,27,31,253281
CUST_2725,기타,간편결제,경기,VIP,1,9,16.9,42,25,727720
CUST_2726,기타,간편결제,대구,Gold,4,1,22.9,51,15,623240
CUST_2727,기타,계좌이체,부산,Silver,4,18,22.5,19,16,799944
CUST_2728,남성,계좌이체,광주,Gold,5,3,25.3,66,21,83749
CUST_2729,기타,신용카드,경기,Silver,3,2,14.0,24,48,468137
CUST_2730,남성,휴대폰결제,경기,Gold,3,10,8.4,34,24,957340
CUST_2731,기타,간편결제,경기,VVIP,2,8,24.3,70,44,835319
CUST_2732,기타,신용카드,경기,VIP,5,21,15.9,38,21,482487
CUST_2733,기타,신용카드,경기,VIP,5,17,9.9,20,18,423319
CUST_2734,남성,계좌이체,경기,Gold,1,21,20.7,38,29,584138
CUST_2735,남성,휴대폰결제,대구,VIP,2,6,24.0,42,10,821554
CUST_2736,여성,간편결제,서울,Silver,2,23,19.4,40,8,934016
CUST_2737,여성,계좌이체,대구,VIP,2,16,17.7,37,7,329170
CUST_2738,여성,계좌이체,경기,Silver,4,13,19.2,33,36,64740
CUST_2739,남성,신용카드,부산,Silver,1,5,18.1,60,15,157015
CUST_2740,남성,계좌이체,경기,Bronze,4,1,13.3,43,14,905048
CUST_2741,남성,신용카드,대구,VIP,1,23,16.4,52,35,88190
CUST_2742,여성,간편결제,서울,Silver,1,20,22.6,61,36,689168
CUST_2743,여성,계좌이체,광주,Gold,1,13,21.6,41,12,441293
CUST_2744,남성,휴대폰결제,광주,VVIP,3,16,20.8,45,19,502445
CUST_2745,남성,휴대폰결제,광주,Bronze,5,14,15.0,43,47,113603
CUST_2746,기타,휴대폰결제,대구,VIP,5,7,19.1,59,1,725812
CUST_2747,기타,간편결제,대구,Silver,2,8,9.1,60,48,397806
CUST_2748,기타,휴대폰결제,서울,Silver,5,17,20.9,24,13,919926
CUST_2749,남성,간편결제,광주,Silver,5,3,27.1,27,17,345536
CUST_2750,남성,신용카드,광주,Gold,1,4,12.6,35,50,233937
CUST_2751,기타,간편결제,서울,Gold,3,8,17.1,29,7,499021
CUST_2752,여성,신용카드,부산,Bronze,3,5,21.6,58,40,363168
CUST_2753,기타,신용카드,광주,Bronze,5,20,26.3,54,2,223767
CUST_2754,여성,신용카드,광주,Bronze,5,10,17.8,58,13,514079
CUST_2755,남성,신용카드,대구,Gold,4,22,16.5,44,32,519638
CUST_2756,기타,신용카드,경기,VVIP,1,21,10.2,39,5,691473
CUST_2757,기타,휴대폰결제,광주,VVIP,3,5,20.5,37,17,974803
CUST_2758,남성,계좌이체,광주,VVIP,5,9,30.2,35,39,584538
CUST_2759,남성,간편결제,경기,Gold,3,3,21.4,22,5,810583
CUST_2760,여성,신용카드,광주,Silver,2,23,19.9,33,20,335615
CUST_2761,기타,휴대폰결제,경기,Gold,1,4,21.6,69,14,768591
CUST_2762,여성,계좌이체,대구,VIP,4,13,19.9,27,9,103096
CUST_2763,여성,휴대폰결제,경기,Silver,3,2,15.9,50,47,919337
CUST_2764,남성,신용카드,경기,Gold,1,20,24.1,29,42,875043
CUST_2765,기타,휴대폰결제,서울,Silver,1,1,21.1,67,26,92373
CUST_2766,남성,간편결제,대구,Silver,1,6,20.1,57,4,811087
CUST_2767,남성,간편결제,대구,Bronze,1,20,15.1,27,48,468429
CUST_2768,남성,간편결제,부산,Gold,2,19,26.5,32,13,702810
CUST_2769,기타,신용카드,광주,Gold,5,20,23.3,69,25,372395
CUST_2770,여성,간편결제,경기,VIP,5,9,17.2,45,31,325526
CUST_2771,여성,신용카드,광주,Gold,2,7,25.0,67,38,172699
CUST_2772,기타,신용카드,광주,Gold,1,19,17.5,42,1,523274
CUST_2773,여성,간편결제,대구,VIP,3,12,16.1,36,25,52255
CUST_2774,남성,휴대폰결제,서울,Gold,4,23,16.2,31,48,198602
CUST_2775,기타,간편결제,광주,VVIP,4,6,11.1,44,42,478102
CUST_2776,여성,휴대폰결제,경기,Bronze,1,6,22.4,49,44,682306
CUST_2777,남성,간편결제,대구,VIP,3,17,10.8,20,5,417470
CUST_2778,여성,휴대폰결제,광주,VIP,4,10,13.9,19,23,428651
CUST_2779,여성,간편결제,대구,Silver,1,5,9.6,35,32,771355
CUST_2780,기타,간편결제,서울,Silver,3,18,19.6,39,45,41576
CUST_2781,여성,휴대폰결제,경기,Silver,5,2,19.2,62,14,189407
CUST_2782,남성,계좌이체,부산,Gold,1,10,18.4,40,42,486662
CUST_2783,남성,신용카드,광주,Bronze,2,6,14.8,31,37,525837
CUST_2784,여성,신용카드,부산,Bronze,3,22,14.1,41,8,622839
CUST_2785,기타,간편결제,서울,Bronze,4,20,22.3,43,30,674450
CUST_2786,기타,계좌이체,서울,Silver,5,16,17.2,43,1,318909
CUST_2787,남성,간편결제,광주,VIP,3,22,21.6,60,35,958906
CUST_2788,남성,휴대폰결제,광주,Gold,2,9,15.6,35,29,365860
CUST_2789,남성,신용카드,서울,Bronze,5,18,20.9,64,28,437140
CUST_2790,남성,휴대폰결제,대구,VIP,5,8,26.5,38,1,281100
CUST_2791,기타,휴대폰결제,부산,Silver,2,19,22.9,67,27,42262
CUST_2792,여성,휴대폰결제,광주,Silver,3,21,17.9,26,32,126296
CUST_2793,기타,간편결제,경기,VVIP,2,18,21.3,44,2,191331
CUST_2794,남성,계좌이체,부산,VVIP,1,4,18.8,56,37,248253
CUST_2795,기타,계좌이체,광주,VIP,3,8,20.0,52,46,193933
CUST_2796,여성,간편결제,서울,Silver,4,0,18.4,42,6,66596
CUST_2797,남성,간편결제,서울,VIP,2,2,19.2,32,4,436135
CUST_2798,남성,간편결제,서울,VIP,5,5,21.1,40,26,942990
CUST_2799,남성,계좌이체,경기,Silver,4,23,15.0,54,41,226320
CUST_2800,여성,신용카드,경기,Bronze,2,19,14.9,24,26,871865
CUST_2801,여성,휴대폰결제,광주,Silver,3,17,13.1,27,30,239280
CUST_2802,여성,휴대폰결제,대구,Bronze,1,17,12.0,43,31,920277
CUST_2803,기타,간편결제,서울,Gold,3,21,13.9,69,45,356976
CUST_2804,기타,간편결제,대구,VVIP,4,4,20.8,38,25,658679
CUST_2805,여성,계좌이체,경기,Silver,2,3,15.5,66,20,407315
CUST_2806,기타,휴대폰결제,대구,VVIP,2,10,22.6,30,21,476034
CUST_2807,여성,계좌이체,대구,VVIP,3,3,20.2,60,23,200494
CUST_2808,남성,신용카드,광주,Bronze,2,9,10.2,45,43,738216
CUST_2809,기타,휴대폰결제,서울,VVIP,2,1,23.3,66,24,340180
CUST_2810,기타,계좌이체,부산,Gold,2,0,24.1,19,2,984041
CUST_2811,기타,간편결제,광주,VVIP,5,12,15.0,50,47,102393
CUST_2812,여성,신용카드,부산,Bronze,2,5,22.1,36,37,747923
CUST_2813,남성,휴대폰결제,서울,VIP,5,14,15.7,59,3,831485
CUST_2814,남성,간편결제,경기,VVIP,4,11,20.5,69,20,266546
CUST_2815,남성,계좌이체,서울,Gold,5,14,13.7,51,26,221428
CUST_2816,여성,신용카드,대구,Bronze,1,18,11.0,43,13,638253
CUST_2817,남성,휴대폰결제,광주,VIP,4,0,18.1,38,36,103017
CUST_2818,여성,계좌이체,광주,VVIP,2,19,19.4,62,49,596504
CUST_2819,기타,간편결제,부산,VVIP,4,2,18.0,61,12,666064
CUST_2820,남성,간편결제,광주,Silver,1,3,14.1,19,8,799541
CUST_2821,남성,간편결제,서울,VVIP,3,21,18.0,43,49,215395
CUST_2822,기타,간편결제,서울,VIP,1,10,21.3,49,13,458129
CUST_2823,남성,휴대폰결제,광주,Bronze,3,20,19.8,19,39,980152
CUST_2824,기타,계좌이체,부산,VIP,3,23,20.9,39,23,269676
CUST_2825,여성,간편결제,경기,Silver,5,11,16.6,55,37,584273
CUST_2826,기타,간편결제,경기,Bronze,1,15,25.9,52,5,605662
CUST_2827,남성,계좌이체,광주,Bronze,3,23,14.1,42,12,848374
CUST_2828,남성,휴대폰결제,광주,Bronze,5,5,22.4,49,48,698810
CUST_2829,여성,간편결제,대구,Gold,1,23,25.9,35,28,628835
CUST_2830,기타,신용카드,대구,VIP,5,10,22.4,54,45,354796
CUST_2831,여성,휴대폰결제,서울,VIP,3,19,19.0,36,42,952713
CUST_2832,기타,휴대폰결제,경기,VIP,2,11,17.4,66,30,188694
CUST_2833,여성,간편결제,대구,Silver,1,18,25.2,41,17,603374
CUST_2834,여성,계좌이체,광주,Gold,2,19,12.9,40,9,651539
CUST_2835,남성,신용카드,서울,Bronze,3,21,15.1,70,38,539241
CUST_2836,기타,신용카드,경기,VVIP,3,22,18.0,34,16,895700
CUST_2837,기타,간편결제,서울,VIP,5,17,26.2,23,43,116629
CUST_2838,기타,계좌이체,대구,VIP,3,20,21.9,46,18,418018
CUST_2839,기타,계좌이체,서울,VIP,4,22,15.2,63,27,845692
CUST_2840,남성,간편결제,광주,Bronze,1,1,18.4,58,29,611470
CUST_2841,여성,휴대폰결제,부산,Silver,4,2,16.9,70,10,626276
CUST_2842,여성,간편결제,광주,VIP,2,21,16.5,67,15,538803
CUST_2843,여성,신용카드,대구,VIP,3,10,24.9,35,11,384602
CUST_2844,기타,신용카드,광주,Bronze,5,12,13.1,23,40,841146
CUST_2845,남성,휴대폰결제,부산,Silver,4,1,28.0,33,24,509894
CUST_2846,기타,휴대폰결제,서울,Bronze,1,9,24.1,67,42,296109
CUST_2847,기타,간편결제,부산,Gold,1,11,25.5,38,4,778226
CUST_2848,여성,계좌이체,광주,Bronze,3,21,17.7,19,1,998099
CUST_2849,여성,간편결제,부산,Gold,1,11,19.3,48,25,466075
CUST_2850,기타,계좌이체,경기,VVIP,2,10,12.8,64,46,501957
CUST_2851,여성,계좌이체,부산,Bronze,4,20,17.4,70,2,738150
CUST_2852,남성,신용카드,서울,Gold,3,15,22.5,21,27,728564
CUST_2853,남성,간편결제,부산,Bronze,2,18,26.5,46,27,692630
CUST_2854,기타,계좌이체,광주,Bronze,1,18,14.5,20,13,744882
CUST_2855,여성,신용카드,경기,Bronze,4,2,18.2,29,41,175531
CUST_2856,남성,계좌이체,부산,VIP,1,21,19.2,62,45,225225
CUST_2857,남성,휴대폰결제,광주,Bronze,1,11,13.0,34,19,472613
CUST_2858,기타,신용카드,경기,VIP,1,17,23.0,19,2,792807
CUST_2859,여성,신용카드,광주,Bronze,2,23,16.4,67,48,180216
CUST_2860,남성,계좌이체,서울,Gold,2,12,19.0,28,49,419221
CUST_2861,남성,계좌이체,광주,VIP,2,21,17.7,51,46,56252
CUST_2862,남성,신용카드,경기,VIP,2,20,16.1,40,29,25516
CUST_2863,여성,계좌이체,광주,Silver,3,3,20.0,59,48,497871
CUST_2864,여성,신용카드,부산,Gold,5,11,18.9,51,16,387332
CUST_2865,남성,휴대폰결제,부산,Gold,5,6,18.1,35,2,718777
CUST_2866,남성,간편결제,경기,VIP,1,2,16.4,35,18,819950
CUST_2867,남성,간편결제,부산,Silver,2,1,21.6,42,38,478563
CUST_2868,남성,휴대폰결제,대구,Silver,2,10,28.3,44,15,743125
CUST_2869,남성,간편결제,경기,Silver,3,11,20.7,36,39,576065
CUST_2870,기타,휴대폰결제,서울,Gold,3,20,25.0,62,27,858142
CUST_2871,기타,신용카드,광주,Bronze,2,0,13.0,30,6,209703
CUST_2872,기타,계좌이체,대구,Gold,2,21,20.8,39,6,155678
CUST_2873,여성,휴대폰결제,대구,Silver,5,19,14.5,24,47,10067
CUST_2874,남성,신용카드,부산,Gold,4,3,12.6,56,42,394593
CUST_2875,남성,계좌이체,대구,Gold,2,8,16.3,27,26,828979
CUST_2876,기타,간편결제,서울,Bronze,4,1,26.0,22,36,442858
CUST_2877,기타,계좌이체,서울,VVIP,5,6,24.8,59,31,241287
CUST_2878,기타,신용카드,부산,Gold,2,11,21.2,60,26,229274
CUST_2879,여성,신용카드,부산,VIP,1,12,12.3,32,46,934103
CUST_2880,여성,신용카드,대구,VVIP,5,9,19.0,28,14,770466
CUST_2881,여성,간편결제,서울,VIP,1,4,21.5,69,38,359887
CUST_2882,기타,신용카드,대구,Bronze,1,5,20.9,23,19,615842
CUST_2883,여성,휴대폰결제,서울,Bronze,4,8,10.8,37,32,949173
CUST_2884,기타,신용카드,대구,Silver,1,11,15.5,50,15,933741
CUST_2885,남성,계좌이체,서울,VVIP,5,6,19.7,58,48,347783
CUST_2886,여성,휴대폰결제,서울,Gold,3,6,22.7,43,45,557227
CUST_2887,남성,휴대폰결제,경기,Gold,3,8,9.0,55,1,814357
CUST_2888,여성,간편결제,부산,Silver,3,6,19.2,62,8,128544
CUST_2889,기타,계좌이체,광주,VIP,1,0,20.7,30,22,770218
CUST_2890,여성,신용카드,서울,Silver,3,15,24.2,29,44,561813
CUST_2891,여성,계좌이체,대구,VVIP,2,23,23.5,38,13,296648
CUST_2892,여성,신용카드,경기,VIP,3,14,22.9,23,42,454679
CUST_2893,남성,간편결제,부산,Silver,2,6,16.0,69,28,673375
CUST_2894,남성,계좌이체,광주,VVIP,3,23,10.5,64,29,950405
CUST_2895,여성,계좌이체,서울,Gold,1,6,18.0,33,46,418468
CUST_2896,기타,간편결제,서울,Silver,4,2,25.0,66,22,380387
CUST_2897,여성,신용카드,서울,Gold,1,23,27.0,70,21,96704
CUST_2898,기타,휴대폰결제,경기,VIP,1,15,23.6,31,22,945912
CUST_2899,여성,신용카드,광주,Gold,3,11,22.1,29,15,655593
CUST_2900,남성,신용카드,부산,VVIP,1,4,21.9,29,34,676341
CUST_2901,남성,간편결제,서울,Silver,4,3,17.2,35,6,631150
CUST_2902,남성,계좌이체,경기,Silver,4,8,19.3,33,38,315969
CUST_2903,여성,신용카드,부산,Bronze,1,8,28.3,69,48,882461
CUST_2904,여성,신용카드,대구,VIP,2,13,15.3,32,41,467576
CUST_2905,기타,계좌이체,대구,Silver,4,9,28.1,53,12,891298
CUST_2906,남성,휴대폰결제,광주,Gold,4,12,18.4,62,41,124540
CUST_2907,남성,휴대폰결제,대구,Silver,2,0,26.6,33,12,949013
CUST_2908,기타,간편결제,광주,VVIP,5,1,13.0,64,40,988075
CUST_2909,여성,간편결제,경기,Bronze,5,0,22.9,55,40,412780
CUST_2910,여성,계좌이체,서울,VVIP,5,11,16.3,55,31,262802
CUST_2911,여성,신용카드,광주,Silver,1,13,12.9,67,26,654133
CUST_2912,남성,계좌이체,부산,Silver,5,12,21.1,70,1,660284
CUST_2913,기타,계좌이체,경기,VIP,2,0,25.0,35,15,750762
CUST_2914,여성,간편결제,경기,Bronze,2,10,15.8,25,36,695645
CUST_2915,여성,계좌이체,부산,Silver,2,18,12.5,37,38,825688
CUST_2916,여성,휴대폰결제,부산,VIP,5,13,19.5,44,19,99662
CUST_2917,여성,신용카드,광주,Gold,4,1,19.6,48,14,817823
CUST_2918,여성,휴대폰결제,경기,VVIP,4,14,22.7,65,19,108244
CUST_2919,여성,계좌이체,대구,Gold,2,21,24.7,35,7,98524
CUST_2920,기타,계좌이체,부산,Bronze,1,1,19.7,39,7,931279
CUST_2921,여성,계좌이체,경기,Gold,2,0,29.3,26,38,297500
CUST_2922,기타,간편결제,광주,Gold,5,12,21.1,53,17,135985
CUST_2923,여성,휴대폰결제,대구,Gold,3,12,18.3,29,12,776827
CUST_2924,기타,간편결제,대구,VIP,4,4,11.9,37,9,729048
CUST_2925,남성,간편결제,광주,VIP,2,16,18.7,58,42,548209
CUST_2926,남성,간편결제,광주,Gold,2,2,18.3,46,13,948512
CUST_2927,기타,간편결제,부산,Gold,5,17,24.8,36,43,344791
CUST_2928,기타,신용카드,대구,Gold,4,12,22.3,61,2,414126
CUST_2929,여성,신용카드,광주,VVIP,5,6,14.1,27,40,513126
CUST_2930,남성,간편결제,부산,Silver,5,22,20.9,36,14,36125
CUST_2931,여성,휴대폰결제,경기,VVIP,2,16,23.4,53,1,315572
CUST_2932,기타,신용카드,서울,Bronze,1,8,27.6,62,1,711866
CUST_2933,기타,휴대폰결제,경기,VVIP,1,9,24.4,55,24,985385
CUST_2934,기타,간편결제,광주,Silver,5,16,23.8,36,42,795911
CUST_2935,남성,신용카드,광주,Silver,2,12,20.3,62,4,891457
CUST_2936,여성,계좌이체,대구,Gold,2,0,21.9,43,25,970664
CUST_2937,기타,간편결제,대구,Bronze,3,20,26.2,36,41,750236
CUST_2938,기타,계좌이체,광주,Gold,1,20,13.3,59,20,208070
CUST_2939,남성,계좌이체,부산,VIP,4,5,18.3,46,11,777661
CUST_2940,여성,계좌이체,광주,VIP,5,18,16.1,70,23,938840
CUST_2941,기타,계좌이체,부산,Gold,4,16,21.9,70,41,145164
CUST_2942,남성,간편결제,부산,Silver,2,22,26.2,24,26,23573
CUST_2943,남성,계좌이체,경기,VVIP,3,11,17.0,32,29,113517
CUST_2944,기타,간편결제,서울,VVIP,2,3,8.0,65,9,501364
CUST_2945,여성,계좌이체,서울,Gold,4,1,17.9,65,32,603124
CUST_2946,남성,계좌이체,서울,Bronze,3,18,24.6,65,17,590040
CUST_2947,여성,계좌이체,서울,Silver,2,13,22.7,66,5,660623
CUST_2948,여성,계좌이체,광주,VIP,4,1,22.1,20,11,801969
CUST_2949,남성,휴대폰결제,경기,VVIP,3,20,18.6,56,7,808376
CUST_2950,기타,간편결제,대구,VIP,2,0,13.6,35,23,505032
CUST_2951,여성,간편결제,서울,Bronze,1,7,22.6,46,8,167484
CUST_2952,여성,간편결제,서울,Gold,2,21,15.8,50,21,316756
CUST_2953,남성,휴대폰결제,서울,VIP,3,3,30.9,36,26,847276
CUST_2954,여성,간편결제,서울,VVIP,5,16,22.9,22,12,464779
CUST_2955,남성,휴대폰결제,대구,VVIP,3,4,17.1,39,22,325249
CUST_2956,남성,신용카드,대구,VVIP,1,22,16.9,27,30,726071
CUST_2957,기타,휴대폰결제,대구,VIP,4,9,19.5,43,45,147023
CUST_2958,기타,계좌이체,경기,Bronze,5,4,18.8,53,16,127590
CUST_2959,기타,간편결제,부산,Gold,5,18,25.6,31,6,158798
CUST_2960,기타,간편결제,광주,VVIP,3,19,20.9,31,34,992558
CUST_2961,남성,휴대폰결제,대구,Bronze,3,9,16.3,27,16,577627
CUST_2962,기타,신용카드,광주,VVIP,4,14,29.5,36,36,916798
CUST_2963,기타,계좌이체,경기,VIP,4,2,20.2,26,1,227534
CUST_2964,기타,계좌이체,광주,VIP,4,22,23.8,63,20,734707
CUST_2965,여성,간편결제,서울,VIP,4,21,17.0,28,48,956780
CUST_2966,남성,간편결제,대구,Gold,4,11,21.8,51,23,855643
CUST_2967,기타,계좌이체,광주,Bronze,3,21,21.6,34,3,758613
CUST_2968,기타,계좌이체,부산,Gold,4,7,10.6,24,6,792963
CUST_2969,여성,휴대폰결제,광주,Bronze,1,12,30.1,25,33,786552
CUST_2970,기타,휴대폰결제,대구,Bronze,2,17,26.5,65,39,933644
CUST_2971,여성,간편결제,경기,Silver,2,18,18.0,51,19,851410
CUST_2972,여성,휴대폰결제,부산,Gold,4,23,14.5,38,32,695898
CUST_2973,남성,휴대폰결제,부산,Gold,2,2,21.7,70,41,389360
CUST_2974,여성,휴대폰결제,대구,Bronze,2,16,20.4,38,11,178978
CUST_2975,여성,간편결제,대구,Gold,2,14,21.8,33,31,381073
CUST_2976,여성,신용카드,광주,VIP,5,7,21.0,57,45,793655
CUST_2977,여성,계좌이체,부산,Bronze,4,8,22.5,69,48,162794
CUST_2978,기타,휴대폰결제,대구,Silver,5,6,27.2,65,41,378259
CUST_2979,여성,계좌이체,광주,VIP,3,18,22.8,40,21,628498
CUST_2980,여성,계좌이체,광주,Silver,4,16,14.8,43,6,677870
CUST_2981,남성,휴대폰결제,광주,VIP,1,8,26.8,58,27,716089
CUST_2982,여성,간편결제,부산,Gold,3,0,28.2,51,39,99920
CUST_2983,기타,신용카드,경기,Gold,5,6,35.8,40,12,415836
CUST_2984,기타,휴대폰결제,부산,Bronze,5,8,14.4,29,45,454002
CUST_2985,남성,계좌이체,경기,VIP,3,11,21.2,25,11,545907
CUST_2986,여성,휴대폰결제,광주,Bronze,3,6,9.6,32,32,852916
CUST_2987,남성,신용카드,대구,VVIP,5,16,22.8,54,32,213048
